text,sentiment
bravo presiden jokowi presiden joko widodo jokowi catat rampung 30 proyek strategis nasional play station network hitung 2016 2017,0
pelihara tuyul,0
bilang musnah orang kafir orang bicara hukum ya bunuh kafir orang ya masuk intimidasi amp ancam masuk dalil hukum,0
teman indonesia network election survey malam bang indonesia network election survey sange berat hubung indonesia network election survey ya 62823 9111 5459 jamin puas bispak janda meme,0
gue retweet video nya sedih kasihan viral takut orang orang idiot ngebully mas mas sih korban bully teman mahasiswa nya oi nama banget pray for mahasiswa ui,0
orang edan,1
cantik,0
nak pakar ekonomi masuk jasa pakar undang masuk jasa pakar cukai masuk jasa pakar strategi komunikasi masuk jasa pakar polisi bangsa masuk jasa pakar psikologi masuk jasa universitas jasa layak,0
presiden tuduh rezim anti islam negeri umat uniform resource locator,1
nge i komunis nge inya manis,0
baju hitam salah 2 korban suruh dorong orang orang tua situ suruh dorong ejek bangsat bocah dorong murni salah,0
ahok tuduh nista agama ayat kitab suci al alquran nista al alquran 114 surat 30 juz 6236 ayat hina ayat kena hukum 2 penjara tinggal ali hukum,0
orang yahudi hina rasulullah rasulullah marah rasulullah doa suruh mati rasulullah harap islam,0
bego,1
,0
usir jajah cina bumi indonesia,1
verifikasi cepat sipit,0
usaha kayak coba gue ky gue korban pergi pagi pulang malam sinting,1
video call sex yuk tante kontol gede nih,0
tulis sudut perintah isu tenaga kerja asing cina tulis semenjak bukti kunjung polewali waaah tulis,0
ya alah cebong kreatif banget bahasa pakai cebong anak kodok nabi sih kodok panggil cebong laknat 2019 ganti presiden 2019 presiden jokowi,1
j nih cebong bangsat cepat modar bong hama j bangsat,1
hoaks ancam komisi berantas korupsi amp dewan wakil rakyat tangkap tangkap orang dewan wakil rakyat malu malu ya ancam bubar dewan wakil rakyat,1
warga badui selesai tradisi seba pendopo perintah kabupaten lebak be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018,0
bilang wendy kakak perempuan suruh jemput vider jual mucikari,0
oke lepas nih diam diam biar sakit hati pendam mampus ok bye,0
km kepala daerah km kampanye hubung nya presiden,0
festival gunung 2018 pe unjuk seni budaya a is event festival gunung 2018,0
sandi anies susul sahabat sahabat buron tangkap lantik,1
meeting orang asing kerja lapang percaya orang lapang kece asyik keren orang kantor orang kantor kutu buku suka ajar,0
kafir a,0
adminnya dukung teknis ahli ekonomi ai ya akun resmi ai manfaat komunikasi pesan bera i didik anggota simpatisan,0
suka video,0
kerja asing,0
gue sindir kesan sindir aduh bego wkwk,0
jilat memek,0
presiden publikasi asi games 2018 newsidn asi games 2018 jokowi indonesia,0
v tai conqueror bangsat v bantu gue karma dendi delioi need best jungler,1
ooo tau bera i kristen nusantara konghucu nusantara buddha nusantara ya mas hindu nusantara ya hindu bal sih dengar islam bal i,0
ayo dukung tes baca al qur an calon presiden 2019 agama islam baca al qur an calon presiden tuju,0
anak sih napi cina kafir usir,1
mafia wasit milanisti asing juventini senior angkat gue,0
percaya dukung beliau aktivis tulen abal abal kiprah ai beliau kenal konsisten juang orang cilik penjara zaman huta,0
salah bangsat kecut indonesia dukung bangsat kecut bani onta grup kabur arab tuhan tidur surat pemberitahuan hadap ahok pal,1
tangkap kalimat sok pintar kolam pakai ngata ngatai islam kasihan banget teman cebong islam mati mati bela cebong kafir tau agama islam hina hina cebong kafir nih haha nas,1
ha dasar cina hitung,1
dear sinyal 4g pekanbaru nih kacrut lot kura kura resta,1
ya sepe i tuan guru bajang bantu sadar kaum bani cabul bani kampret main ayat ayat suci demo,1
nu gabung nasakom negara asai komunis 100 gagal kuasa negara republik indonesia lawan nahdlatul ulama ulama paham daki dajjal,0
segar rakyat janji jokowi beli pt indosat jual megawati presiden jual badan usaha milik negara,1
hormat kasihan cebong kaum dungu,1
ya allah babi dek malam jumat gilir gue jaga lilin,0
mas bagus cerah,0
ayo dukung jokowi puan,0
kena presiden i pm lembaga,0
tau taplak meja rumah bentuk nya kayak,0
monyet ekor banci plonga plongo,1
haha idiot bilang orang orang kafir utama nasrani dukung dukung ahok kafir pasuk wilayah wilayah syariat islam,1
ayo umat islam pintar percaya aksi 112 hubung pilih kepala daerah agus harimurti yudhoyono bayar anies untung ud83d,1
jilat sayang memek mu,0
bego nusantara,1
awak patroli 05a giat anjangsana sambang patroli dialogis security balandongan residen arah waspada jaga aman kete iban lingkung utama jelang pilih kepala daerah serentak 2018,0
ngentot yuk,0
aset indonesia ambil orang asing freepo ambil amerika,1
hati hati mencret,0
langgar undang undang,0
gubernur goda tau kuat nu hang,0
dora sompret,1
warga badui selesai tradisi seba pendopo perintah kabupaten lebak be emu gubernur banten wahidin halim sabtu 21 4 seba baduy 2018 an,0
hebat ya bullying car free day bendera israel kibar bom surabaya ancam presiden polisi sangka pakai,0
dukung hadap gera nasional fatwa ulama kalah 2019 aksi tangkap bu sukmawati hangat hangat tai ayam 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2019 ganti presiden 2,1
akrobat solidaritas laku lucu remah remah kuasa presiden jokowi gerus janji janji kampanye,1
sumbang gaza sumbang yahudi,0
butuh presiden ganyang partai komunis indonesia anti partai komunis indonesia,1
pindah on mantan sipit sipit gemas ih,0
haha ejek buih sih,1
ngentot toilet mas yuk uniform resource locator,0
aset jual kayak harga kayak kerja tenaga kerja asing kayak bodoh gaji terima,0
nih mega collection minat monggo direct message uniform resource locator,0
polling google rencana 28 maret 20 april 2018 dadak henti 3 april 2018 responden tolak jokowi 2 periode capai 91 tutup resmi polling google 2 april posisi tolak jokowi 87 setu,0
bangsat wakil rakyat mulut ya bangsat monyet wakil rakyat mulut ya monyet babi wakil rakyat mulut ya babi anjing wakil rakyat mulut ya anjing,1
kaca bolot uniform resource locator,1
aneh ustaz ajar non muslim ateis ajar eropa amerika australia aneh lihat pastor ajar katolik india orang biksu,0
jokowi kuasa jawa barat,0
akibat makan gaji duit korupsi bantu likuiditas bank indonesia laku tokek tokek cina otak cebong dungu tenaga kerja asing cina fiksi fakta anggap isu fiktif hancur negara jual,1
modus sindikat cina tipu uang rakyat indonesia usir cina indonesia,1
kampret telat deh gue,0
kelak jujur muhammad bicara alquran lukman,0
hapus islam ajar sesat dungu biadab umat,1
ustad mondok sih kerja mentwit bikin status nyinyir twitter kafir stad,1
ngentot yuk,0
aksi dukung pilih presiden suara nada pribumi rakyat indonesia buzzer 2 bayar cina,1
fitnah nih empok silvy debat final pilih kepala daerah jakarta gue gue,1
edan banget,0
tai balas pakai acc enak panggil hyung,0
lihat tampang tampang banci lgbt uniform resource locator,1
coba perhati sidang teroris alquran an bb dasar apes sontoloyo,1
surat perintah henti sidi bong bukti halu cecunguk kodok alias cebong,1
astagfirullah parah rezim,0
sebar hoaks bangun era jokowi,1
antek antek zionis komunis,1
sesat lurus allah subhanahu wa taala ajar bangun keluarga cocok cocok penis,1
beda banget rezim zalim swasembada angin surga semangat sejahtera tani vietnam thailand,1
suasana stq tingkat kabupaten ntt masjid mimbar dana swasembada umat islam bawa nama perintah daerah musabaqah tilawatil quran tingkat propinsi ntt sedih 2019 ganti presiden,1
main jamban,0
sengaja mah rakyat bodoh moga ganti presiden amin,1
pikir keluarga korban bom saudari saudari otak dengkul kesal ya,1
maklum gue korea orisinal sipit,0
lupa prabowo ajak amien rais front bela islam pulang menang ya,1
nete,0
bebas serah paham konteks agama islam khusus mati realitas bangkit hisab surga neraka mutlak terse,0
dengar dialog yahudi israel versi,0
grogi foto ariel foto,0
sepe i konter tindak brutal anjing anjing front bela islam lawan masyarakat kuncup sepe i bu,1
informasi unik ntb enam bahasa resmi pbb inggris prancis arab cina rusia spanyol,0
waris presiden periode 10 hasil album lagu kader kader korupsi jemaah lagak sera,1
waris tradisi budaya,0
main liga inggris regulasi batas main asing aduh,0
usir cina negara republik indonesia,1
cebong otak campur,1
review teliti teliti bukti in cina food bikin sindrom restoran cina hasil hasil teliti 1 zat temu makan makan gejala gejala enak,0
plonga plongo orang kepala alias otak dungu,1
semut kaiju nakal tanah gelap semut kaiju nakal tanah takut setan,0
top nya bela nista agama belaga bela agama wkwk mabuk,1
muka cabul muka sih banci berani anonim,1
nete kak untung nya ate tabok,0
jokowi cinta papua jokowi sayang papua,0
adminnya tolol,1
istimewa orang mata jokowi publik te ipu samar dukung atur perintah ganti undang undang organisasi masyarakat,1
eror jo kampang kemarin,1
nsssst bacot,0
balas pakai pantun banten bawa bekal cengkareng terbang blitar beli coklat makan pohon salam,0
kain kafan pakai muslim bungkus mayat tradisi adat budaya yahudi yohanes 19 40 ambil mayat yesus kafan kain lenan bubuh rempah rempah,0
marah umat gue pikir mati minum kencing onta,1
biar daerah bandung kembang pesat sepe i jatinangor sumedang sepe i cengkareng kembang daan mogot serpong kamal otomatis infrastruktur bangun jar,0
jujur ai wakil islam ppp habib saggaf al jufri ketua utama al khairat silaturahmi diam beliau a semangat juang umat bangsa,0
gembrot opp muka bulat pipi nya offside leher lihat wkwk uniform resource locator,0
mbah saleh minum keras oplos lari warga akibat ekonomi sosiolog oi paulus wirutomo ekonomi,0
plonga plongo pah poh plonga plongo lapor ahli filsafah dungu moga hukum berat belah bukti nista agama sih janda tuntut,1
indonesia lenyap 2030 puja tolol ya tolol bencong anak nya bencong,1
badan eksekutif mahasiswa kampret tertawa besok uniform resource locator,0
warga banjar sandang desa bangli baturiti nyata sikap dukung pilih kepala daerah bal damai tolak hoaks,0
maklum prof teriak teriak kenal kristen katolik tema gereja katolik amal pancasila bineka indonesia percaya situ amal iman iman,0
ngentot cium manja ah idam banget top uniform resource locator,0
beda milik ri 10 51 freepo maling usaha resmi izin syah rezim,0
konspirasi yahudi tau,0
tai jijik markojay,0
indonesia negara hukum jokowi ubah indonesia negara kuasa makar jokowi lengser jokowi,1
dasar wkwk manusia homo,1
budaya yahudi yahudi agama abraham murni iring jaman murni islam amp kristen islam makan babi,0
najis mugholadoh,1
pakai casio rin diameter bulat bikin cungkring lupa seri rusak,0
mabuk mrebes mil cupu,1
rakyat,1
coba prabowo level office boy peran jokowi klaim turun uniform resource locator,1
bantu bro,0
alah kampret kirim,0
insya allah pimpin ulama ulama hanif indonesia berkah amin,0
jam 7 an mu tidur ya ganggu km malam jumat ngentot jumat malam ngentot dek nung uniform resource locator,0
orang cina bebas sih mukidi ahli cebong 1 tukang tipu cebong goblok ketulungan plonga plongo akibat optimisme 2019 ganti presiden plonga plongo dunning kruger effect,1
serah gue gue maki cebong haha lucu banget cebong kafir nih sok iya data lihat pintar mata cebong cebong haha sadar ceplos maki agama i,1
bioskop transisi ekonomi ala arab saudi,0
lihat orang sulit bantu lihat pas susah bantu mampus tai,1
adek ustad otak nangkring dengkul susah jalan bantu amplop biar oceh utara kidul adik ustad pelihara jenggot bandot doyan provokator santa santai adik ustad perut bun,1
eh anjing awas sih biru biru bawa orang back stage gue kepret pakai ahgabong bodoh,1
cocok ejek sontoloyo bom kampung kasih mati orang,1
orang gubernur sambut presiden,0
ngentot,0
kelas presiden paham atur indonesia hancur 2019 ganti presiden,1
cindy ngewe,0
antek komunis nya teriak huuuu taufik ismail hafizhahullah uniform resource locator,1
momen giat budaya rencana ribu warga badui banjir kota serang exciting banten seba baduy generasi pesona indonesia cilegon,0
cacat anjir sinyal,0
perhati warga pasar asing diam,0
tomohon rupa pusat ajar agama kristen katolik khusus doa meditasi bukit kasih buah suci indah tenang tomohon international flower festival,0
nasional bicara ember bicara data modal congor ludah nenek nenek bunting,1
pantat balita bopeng iya,0
hadap cebong santai mbak santai kesal bikin cebong emosi,1
bravo buah jatuh pohon pohon buah pohon congor buruk buah,0
aneh komisi berantas korupsi bubar ott maling maling rakyat,1
faktor alam rawan faktor non teknis sepe i lempar hadap kakak lintas,0
orang pimpin amp kualitas senantiasa cari jalan selesai kondusif rakyat bijak gelak salah orang zaman ramai kalang umat orang munafik islam si,0
aparat sipil tentara nasional indonesia polisi republik indonesia rumah sedia presiden jokowi 17 april 2018,0
gosip orang iri sebar orang bodoh terima orang idiot uniform resource locator,0
mohon bantu saudara saudara ahmadiyah depok masjid segel perintah daerah pilih presiden coblos jokowi,1
hehe sanggup debat gue tuduh cina tipikal bani kampret,1
manfaat politik rezim,0
jokowi agus harimurti yudhoyono lawan prabowo tau 2019 ganti presiden 2019 presiden jokowi,1
ustad gim gim nama lupa cebong kampret henti mesti henti kafir dajjal,1
deh nangkring nangkring pohon ya susah beda kunti,0
burung dara terbang hulu burung nuri sayap biru suara pilih pilih presiden mancing ikan malam ikan makan campur ketan ayo menang ai islam hancur ai setan allahu akbar,1
khalifah prof sunatullah tuhan malaikat iri hati tuju nama iblis tugas manusia khalifatullah ambil hikmah bijaksana,0
sistem pilih langsung incumbent untung jabat presiden batas 32 pimpin presiden,0
langsung nikah kepala teknologi alam budaya sekira lahir turun nganga,0
ya allah sinyal axis geblek banget,1
tau ah bicara onta,1
jempol bacot,0
bela cari bela cari sensasi ya gua bangga ajar 2 mata ajar doang anjing,1
besok besok budek salah pentagon,0
bawang putih orang kafir cina paham komunis awas bawang putih tar bikin negara indonesia,1
wkwk admin tolol kuadrat,1
3 bank badan usaha milik negara pinjam uang cina publik perintah pinjam bangun infrastruktur nyata fasilitas cina kuasa newmont kongkalikong,0
jawa timur anti berita hoaks pilih kepala daerah damai,0
pikir air mineral pagi minum pas setir habis kebelet tai keburu imsak,0
weh gawat citra anjing,0
apes antek orde ya sah sah mimpi orde,0
potensi lokasi ajar daerah toreh sabrang kidul purwosari girimulyo cocok be anam salak dongkrak ekonomi,0
twit in english makna budget hot twit melayu makna sok kampung twit islam makna budget alim,0
mending bikin google borang takut ngerap usil cowok cowok bejat,0
alah tai kacang lupa kulit maki jyp,0
munafik seok jin hyung cocok lembut,0
cinta buta cinta murni luhur a butuh buta cinta kuasa pe imbang,0
islam nusantara beda cebong nusantara,1
sadar bahasa kampret cebong sekian tebar bahasa sara benci kafir cina partai komunis indonesia munafik,1
korup om partai demokrasi indonesia juang nyata skill pendam nurl,1
aye senang banget lihat foto mesra presiden jokowi ulama,0
belek onta bicara gue,1
masuk jokowi tokoh muslim pengaruh dunia dasar lembaga survei the muslim 500 rupa bukti juang presiden umat muslim indonesia tokoh muslim pengaruh the muslim jokowi muslimin indonesia media indonesia,0
